taxid,parent,taxonomic_rank,scientific_name
taxon:157106 [Pseudohynobius]@genus,taxon:30366 [Hynobiidae]@family,genus,Pseudohynobius
taxon:862901 [Scymnodon]@genus,taxon:117916 [Somniosidae]@family,genus,Scymnodon
taxon:1331675 [Salamandrinae]@subfamily,taxon:8314 [Salamandridae]@family,subfamily,Salamandrinae
taxon:113381 [Onychodactylus]@genus,taxon:30366 [Hynobiidae]@family,genus,Onychodactylus
taxon:194415 [Ichthyophis glutinosus]@species,taxon:8452 [Ichthyophis]@genus,species,Ichthyophis glutinosus
taxon:42756 [Necturus]@genus,taxon:166053 [Proteidae]@family,genus,Necturus
taxon:2636971 [unclassified Dipturus]@no rank,taxon:117858 [Dipturus]@genus,no rank,unclassified Dipturus
taxon:195339 [Urolophus aurantiacus]@species,taxon:40663 [Urolophus]@genus,species,Urolophus aurantiacus
taxon:223889 [Leucoraja fullonica]@species,taxon:117861 [Leucoraja]@genus,species,Leucoraja fullonica
taxon:420462 [Dipturus sp. SPI-2007]@species,taxon:2636971 [unclassified Dipturus]@no rank,species,Dipturus sp. SPI-2007
taxon:1527435 [Hynobius]@subgenus,taxon:36311 [Hynobius]@genus,subgenus,Hynobius
taxon:8432 [Pelobatidae]@family,taxon:8431 [Pelobatoidea]@superfamily,family,Pelobatidae
taxon:156856 [Chioglossa]@genus,taxon:1331675 [Salamandrinae]@subfamily,genus,Chioglossa
taxon:324344 [Hynobius tokyoensis]@species,taxon:1527435 [Hynobius]@subgenus,species,Hynobius tokyoensis
taxon:2072716 [Spiruromorpha]@infraorder,taxon:6274 [Spirurina]@suborder,infraorder,Spiruromorpha
taxon:1527437 [Satobius]@subgenus,taxon:36311 [Hynobius]@genus,subgenus,Satobius
taxon:698026 [Hemidactyliinae]@subfamily,taxon:8332 [Plethodontidae]@family,subfamily,Hemidactyliinae
taxon:107967 [Nototriton]@genus,taxon:698026 [Hemidactyliinae]@subfamily,genus,Nototriton
taxon:288797 [Onychodactylus japonicus]@species,taxon:113381 [Onychodactylus]@genus,species,Onychodactylus japonicus
taxon:324343 [Hynobius takedai]@species,taxon:1527435 [Hynobius]@subgenus,species,Hynobius takedai
taxon:195326 [Dipturus kwangtungensis]@species,taxon:117858 [Dipturus]@genus,species,Dipturus kwangtungensis
taxon:8310 [Amphiumidae]@family,taxon:30367 [Salamandroidea]@superfamily,family,Amphiumidae
taxon:8333 [Bolitoglossa]@genus,taxon:698026 [Hemidactyliinae]@subfamily,genus,Bolitoglossa
taxon:1508173 [Magnadigita]@subgenus,taxon:8333 [Bolitoglossa]@genus,subgenus,Magnadigita
taxon:2638104 [unclassified Microcaecilia]@no rank,taxon:264009 [Microcaecilia]@genus,no rank,unclassified Microcaecilia
taxon:157107 [Pseudohynobius flavomaculatus]@species,taxon:157106 [Pseudohynobius]@genus,species,Pseudohynobius flavomaculatus
taxon:113382 [Onychodactylus fischeri]@species,taxon:113381 [Onychodactylus]@genus,species,Onychodactylus fischeri
taxon:43540 [Pelodytidae]@family,taxon:8431 [Pelobatoidea]@superfamily,family,Pelodytidae
taxon:13103 [Lampetra]@genus,taxon:7746 [Petromyzontidae]@family,genus,Lampetra
taxon:7844 [Lamninae]@subfamily,taxon:7850 [Alopiidae]@family,subfamily,Lamninae
taxon:195299 [Telatrygon zugei]@species,taxon:1930091 [Telatrygon]@genus,species,Telatrygon zugei
taxon:27588 [Raja montagui]@species,taxon:7780 [Raja]@genus,species,Raja montagui
taxon:432798 [Okamejei kenojei]@species,taxon:117864 [Okamejei]@genus,species,Okamejei kenojei
taxon:72041 [Eumalacostraca]@subclass,taxon:6681 [Malacostraca]@class,subclass,Eumalacostraca
taxon:156991 [Liua]@genus,taxon:30366 [Hynobiidae]@family,genus,Liua
taxon:862902 [Scymnodon ringens]@species,taxon:862901 [Scymnodon]@genus,species,Scymnodon ringens
taxon:63671 [Turbinidae]@family,taxon:216285 [Trochoidea]@superfamily,family,Turbinidae
taxon:91592 [Thamnocephalidae]@family,taxon:6659 [Anostraca]@order,family,Thamnocephalidae
taxon:266508 [Bolitoglossa franklini]@species,taxon:1508173 [Magnadigita]@subgenus,species,Bolitoglossa franklini
taxon:57569 [Salamandra]@genus,taxon:1331675 [Salamandrinae]@subfamily,genus,Salamandra
taxon:324337 [Hynobius hidamontanus]@species,taxon:1527435 [Hynobius]@subgenus,species,Hynobius hidamontanus
taxon:170818 [Deania]@genus,taxon:117924 [Centrophoridae]@family,genus,Deania
taxon:651721 [Neotrygon kuhlii]@species,taxon:651720 [Neotrygon]@genus,species,Neotrygon kuhlii
taxon:55141 [Squatina]@genus,taxon:55140 [Squatinidae]@family,genus,Squatina
taxon:266506 [Bolitoglossa dunni]@species,taxon:1508173 [Magnadigita]@subgenus,species,Bolitoglossa dunni
taxon:320579 [Siphonops annulatus]@species,taxon:264019 [Siphonops]@genus,species,Siphonops annulatus
taxon:1126016 [Ichthyophis cf. kohtaoensis KUHE 53313]@species,taxon:8452 [Ichthyophis]@genus,species,Ichthyophis cf. kohtaoensis KUHE 53313
taxon:876124 [Neoharriotta pinnata]@species,taxon:876123 [Neoharriotta]@genus,species,Neoharriotta pinnata
taxon:86377 [Taeniura lymma]@species,taxon:86376 [Taeniura]@genus,species,Taeniura lymma
taxon:7922 [Amiidae]@family,taxon:7921 [Amiiformes]@order,family,Amiidae
taxon:30316 [Spea]@genus,taxon:8432 [Pelobatidae]@family,genus,Spea
taxon:210425 [Proteus]@genus,taxon:166053 [Proteidae]@family,genus,Proteus
taxon:37891 [Priapulidae]@family,taxon:2082909 [Priapulimorphida]@order,family,Priapulidae
taxon:216114 [Protolira]@genus,taxon:216113 [Skeneidae]@family,genus,Protolira
taxon:84337 [Diplostraca]@order,taxon:116557 [Phyllopoda]@subclass,order,Diplostraca
taxon:117921 [Etmopteridae]@family,taxon:282414 [Squaliformes]@order,family,Etmopteridae
taxon:6682 [Eucarida]@superorder,taxon:72041 [Eumalacostraca]@subclass,superorder,Eucarida
taxon:264006 [Dermophiidae]@family,taxon:8445 [Gymnophiona]@order,family,Dermophiidae
taxon:862905 [Trigonognathus]@genus,taxon:117921 [Etmopteridae]@family,genus,Trigonognathus
taxon:86365 [Mobula]@genus,taxon:1158980 [Mobulinae]@subfamily,genus,Mobula
taxon:1489340 [Elopocephalai]@clade,taxon:32443 [Teleostei]@infraclass,clade,Elopocephalai
taxon:195307 [Himantura uarnak]@species,taxon:86362 [Himantura]@genus,species,Himantura uarnak
taxon:57986 [Mitsukurina]@genus,taxon:57977 [Mitsukurinidae]@family,genus,Mitsukurina
taxon:1331674 [Pleurodelinae]@subfamily,taxon:8314 [Salamandridae]@family,subfamily,Pleurodelinae
taxon:156986 [Batrachuperus]@genus,taxon:30366 [Hynobiidae]@family,genus,Batrachuperus
taxon:43475 [Dicamptodontidae]@family,taxon:30367 [Salamandroidea]@superfamily,family,Dicamptodontidae
taxon:1277735 [Indotyphlidae]@family,taxon:8445 [Gymnophiona]@order,family,Indotyphlidae
taxon:57571 [Salamandra salamandra]@species,taxon:57569 [Salamandra]@genus,species,Salamandra salamandra
taxon:7818 [Galeocerdo]@genus,taxon:7805 [Carcharhinidae]@family,genus,Galeocerdo
taxon:43507 [Leiopelma]@genus,taxon:43506 [Leiopelmatidae]@family,genus,Leiopelma
taxon:294359 [Bolitoglossa helmrichi]@species,taxon:1508173 [Magnadigita]@subgenus,species,Bolitoglossa helmrichi
taxon:7897 [Latimeria chalumnae]@species,taxon:7896 [Latimeria]@genus,species,Latimeria chalumnae
taxon:118250 [Dermophis]@genus,taxon:264006 [Dermophiidae]@family,genus,Dermophis
taxon:7822 [Sphyrna]@genus,taxon:7805 [Carcharhinidae]@family,genus,Sphyrna
taxon:223888 [Leucoraja naevus]@species,taxon:117861 [Leucoraja]@genus,species,Leucoraja naevus
taxon:233779 [Spea bombifrons]@species,taxon:30316 [Spea]@genus,species,Spea bombifrons
taxon:7826 [Scyliorhinidae]@family,taxon:30483 [Carcharhiniformes]@order,family,Scyliorhinidae
taxon:7772 [Ichthyomyzon]@genus,taxon:7746 [Petromyzontidae]@family,genus,Ichthyomyzon
taxon:9263 [Metatheria]@clade,taxon:32525 [Theria]@clade,clade,Metatheria
taxon:212740 [Heptranchias perlo]@species,taxon:212739 [Heptranchias]@genus,species,Heptranchias perlo
taxon:111424 [Mertensiella]@genus,taxon:1331675 [Salamandrinae]@subfamily,genus,Mertensiella
taxon:117915 [Oxynotidae]@family,taxon:282414 [Squaliformes]@order,family,Oxynotidae
taxon:195316 [Narcine timlei]@species,taxon:195315 [Narcine]@genus,species,Narcine timlei
taxon:335731 [Dillwynella vitrea]@species,taxon:216116 [Dillwynella]@genus,species,Dillwynella vitrea
taxon:2704969 [Bathytoshia lata]@species,taxon:2484684 [Bathytoshia]@genus,species,Bathytoshia lata
taxon:38610 [Notoryctemorphia]@order,taxon:9263 [Metatheria]@clade,order,Notoryctemorphia
taxon:260999 [Scolecomorphus]@genus,taxon:30378 [Scolecomorphidae]@family,genus,Scolecomorphus
taxon:417954 [Neoraja caerulea]@species,taxon:117863 [Neoraja]@genus,species,Neoraja caerulea
taxon:164744 [Apristurus]@genus,taxon:7826 [Scyliorhinidae]@family,genus,Apristurus
taxon:8446 [Caeciliidae]@family,taxon:8445 [Gymnophiona]@order,family,Caeciliidae
taxon:118254 [Herpele squalostoma]@species,taxon:118253 [Herpele]@genus,species,Herpele squalostoma
taxon:117914 [Dalatiidae]@family,taxon:282414 [Squaliformes]@order,family,Dalatiidae
taxon:288314 [Salamandrella]@genus,taxon:30366 [Hynobiidae]@family,genus,Salamandrella
taxon:420457 [Malacoraja kreffti]@species,taxon:117862 [Malacoraja]@genus,species,Malacoraja kreffti
taxon:191813 [Somniosus microcephalus]@species,taxon:191812 [Somniosus]@genus,species,Somniosus microcephalus
taxon:339873 [Ichthyosaura]@genus,taxon:1331674 [Pleurodelinae]@subfamily,genus,Ichthyosaura
taxon:1008990 [Paradactylodon]@genus,taxon:30366 [Hynobiidae]@family,genus,Paradactylodon
taxon:765186 [Harriotta raleighana]@species,taxon:765185 [Harriotta]@genus,species,Harriotta raleighana
taxon:504482 [Nothopuga sp. 1 LP-2008]@species,taxon:2632125 [unclassified Nothopuga]@no rank,species,Nothopuga sp. 1 LP-2008
taxon:7870 [Chimaera]@genus,taxon:7869 [Chimaeridae]@family,genus,Chimaera
taxon:1072511 [Sinobatis]@genus,taxon:1072510 [Anacanthobatidae]@family,genus,Sinobatis
taxon:129884 [Tylototriton]@genus,taxon:1331674 [Pleurodelinae]@subfamily,genus,Tylototriton
taxon:8434 [Scaphiopus]@genus,taxon:8432 [Pelobatidae]@family,genus,Scaphiopus
taxon:7829 [Scyliorhinus]@genus,taxon:7826 [Scyliorhinidae]@family,genus,Scyliorhinus
taxon:7790 [Heterodontidae]@family,taxon:40667 [Heterodontiformes]@order,family,Heterodontidae
taxon:9347 [Eutheria]@clade,taxon:32525 [Theria]@clade,clade,Eutheria
taxon:156988 [Batrachuperus pinchonii]@species,taxon:156986 [Batrachuperus]@genus,species,Batrachuperus pinchonii
taxon:161696 [Megophryidae]@family,taxon:8431 [Pelobatoidea]@superfamily,family,Megophryidae
taxon:586894 [Hynobius yangi]@species,taxon:1527435 [Hynobius]@subgenus,species,Hynobius yangi
taxon:3053477 [Hypselotriton]@genus,taxon:1331674 [Pleurodelinae]@subfamily,genus,Hypselotriton
taxon:134759 [Gyrinophilus]@genus,taxon:698026 [Hemidactyliinae]@subfamily,genus,Gyrinophilus
taxon:117840 [Plesiobatidae]@family,taxon:1158984 [Urolophoidea]@superfamily,family,Plesiobatidae
taxon:61615 [Pelobates]@genus,taxon:8432 [Pelobatidae]@family,genus,Pelobates
taxon:288316 [Pachyhynobius]@genus,taxon:30366 [Hynobiidae]@family,genus,Pachyhynobius
taxon:7748 [Lampetra fluviatilis]@species,taxon:13103 [Lampetra]@genus,species,Lampetra fluviatilis
taxon:30365 [Cryptobranchidae]@family,taxon:30364 [Cryptobranchoidea]@superfamily,family,Cryptobranchidae
taxon:213850 [Neurergus]@genus,taxon:1331674 [Pleurodelinae]@subfamily,genus,Neurergus
taxon:54263 [Ichthyosaura alpestris]@species,taxon:339873 [Ichthyosaura]@genus,species,Ichthyosaura alpestris
taxon:335027 [Centrophorus squamosus]@species,taxon:212736 [Centrophorus]@genus,species,Centrophorus squamosus
taxon:213384 [Leucoraja circularis]@species,taxon:117861 [Leucoraja]@genus,species,Leucoraja circularis
taxon:57989 [Odontaspis ferox]@species,taxon:57988 [Odontaspis]@genus,species,Odontaspis ferox
taxon:1029688 [Bolitoglossa ninadormida]@species,taxon:1508173 [Magnadigita]@subgenus,species,Bolitoglossa ninadormida
taxon:195309 [Hydrolagus mitsukurii]@species,taxon:7872 [Hydrolagus]@genus,species,Hydrolagus mitsukurii
taxon:356292 [Crotaphatrema]@genus,taxon:30378 [Scolecomorphidae]@family,genus,Crotaphatrema
taxon:476251 [Salamandrella tridactyla]@species,taxon:288314 [Salamandrella]@genus,species,Salamandrella tridactyla
taxon:1508174 [Nanotriton]@subgenus,taxon:8333 [Bolitoglossa]@genus,subgenus,Nanotriton
taxon:62964 [Narke]@genus,taxon:117892 [Narkidae]@family,genus,Narke
taxon:264008 [Oscaecilia]@genus,taxon:8446 [Caeciliidae]@family,genus,Oscaecilia
taxon:2620164 [unclassified Dillwynella]@no rank,taxon:216116 [Dillwynella]@genus,no rank,unclassified Dillwynella
taxon:30363 [Sirenoidea]@suborder,taxon:8293 [Caudata]@order,suborder,Sirenoidea
taxon:102245 [Boulengerula]@genus,taxon:1277736 [Herpelidae]@family,genus,Boulengerula
taxon:221568 [Proteus anguinus]@species,taxon:210425 [Proteus]@genus,species,Proteus anguinus
taxon:117842 [Hexatrygonidae]@family,taxon:1158984 [Urolophoidea]@superfamily,family,Hexatrygonidae
taxon:107969 [Oedipina]@genus,taxon:698026 [Hemidactyliinae]@subfamily,genus,Oedipina
taxon:134761 [Pseudotriton]@genus,taxon:698026 [Hemidactyliinae]@subfamily,genus,Pseudotriton
taxon:1527436 [Poyarius]@subgenus,taxon:36311 [Hynobius]@genus,subgenus,Poyarius
taxon:454751 [Ommatotriton]@genus,taxon:1331674 [Pleurodelinae]@subfamily,genus,Ommatotriton
taxon:6466 [Trochidae]@family,taxon:216285 [Trochoidea]@superfamily,family,Trochidae
taxon:8454 [Typhlonectidae]@family,taxon:8445 [Gymnophiona]@order,family,Typhlonectidae
taxon:113393 [Hynobius quelpaertensis]@species,taxon:1527435 [Hynobius]@subgenus,species,Hynobius quelpaertensis
taxon:251502 [Ommatotriton vittatus]@species,taxon:454751 [Ommatotriton]@genus,species,Ommatotriton vittatus
taxon:317663 [Damoninae]@subfamily,taxon:317662 [Phrynichidae]@family,subfamily,Damoninae
taxon:168096 [Orectolobidae]@family,taxon:30503 [Orectolobiformes]@order,family,Orectolobidae
taxon:43476 [Dicamptodon]@genus,taxon:43475 [Dicamptodontidae]@family,genus,Dicamptodon
taxon:38608 [Dasyuromorphia]@order,taxon:9263 [Metatheria]@clade,order,Dasyuromorphia
taxon:7791 [Heterodontus]@genus,taxon:7790 [Heterodontidae]@family,genus,Heterodontus
taxon:8329 [Cynops]@genus,taxon:1331674 [Pleurodelinae]@subfamily,genus,Cynops
taxon:1431192 [Discoglossinae]@subfamily,taxon:8343 [Alytidae]@family,subfamily,Discoglossinae
taxon:1043697 [Crotaphatrema lamottei]@species,taxon:356292 [Crotaphatrema]@genus,species,Crotaphatrema lamottei
taxon:1120419 [Caudacaecilia larutensis]@species,taxon:420443 [Caudacaecilia]@genus,species,Caudacaecilia larutensis
taxon:118230 [Leiopelma archeyi]@species,taxon:43507 [Leiopelma]@genus,species,Leiopelma archeyi
taxon:7848 [Lamna]@genus,taxon:7844 [Lamninae]@subfamily,genus,Lamna
taxon:1508176 [Mayamandra]@subgenus,taxon:8333 [Bolitoglossa]@genus,subgenus,Mayamandra
taxon:8289 [Polypteridae]@family,taxon:8288 [Polypteriformes]@order,family,Polypteridae
taxon:335025 [Deania calcea]@species,taxon:170818 [Deania]@genus,species,Deania calcea
taxon:709361 [Boulengerula cf. boulengeri BMNH 2005.1352]@species,taxon:102245 [Boulengerula]@genus,species,Boulengerula cf. boulengeri BMNH 2005.1352
taxon:134762 [Pseudotriton ruber]@species,taxon:134761 [Pseudotriton]@genus,species,Pseudotriton ruber
taxon:55142 [Squatina nebulosa]@species,taxon:55141 [Squatina]@genus,species,Squatina nebulosa
taxon:581055 [Pseudohynobius puxiongensis]@species,taxon:157106 [Pseudohynobius]@genus,species,Pseudohynobius puxiongensis
taxon:6665 [Cladocera]@suborder,taxon:84337 [Diplostraca]@order,suborder,Cladocera
taxon:288313 [Hynobius chinensis]@species,taxon:1527435 [Hynobius]@subgenus,species,Hynobius chinensis
taxon:356212 [Ichthyophis cf. peninsularis MW 375]@species,taxon:8452 [Ichthyophis]@genus,species,Ichthyophis cf. peninsularis MW 375
taxon:1029683 [Bolitoglossa heiroreias]@species,taxon:1508173 [Magnadigita]@subgenus,species,Bolitoglossa heiroreias
taxon:297009 [Lyciasalamandra]@genus,taxon:1331675 [Salamandrinae]@subfamily,genus,Lyciasalamandra
taxon:2599772 [Maculabatis gerrardi]@species,taxon:1930107 [Maculabatis]@genus,species,Maculabatis gerrardi
taxon:30500 [Carcharias]@genus,taxon:7802 [Odontaspididae]@family,genus,Carcharias
taxon:417952 [Bathyraja sp. 2SPI]@species,taxon:2639072 [unclassified Bathyraja]@no rank,species,Bathyraja sp. 2SPI
taxon:43043 [Eurycea]@genus,taxon:698026 [Hemidactyliinae]@subfamily,genus,Eurycea
taxon:8455 [Typhlonectes]@genus,taxon:8454 [Typhlonectidae]@family,genus,Typhlonectes
taxon:7796 [Squalus]@genus,taxon:30511 [Squalidae]@family,genus,Squalus
taxon:269181 [Plethodontinae]@subfamily,taxon:8332 [Plethodontidae]@family,subfamily,Plethodontinae
taxon:194402 [Uraeotyphlus narayani]@species,taxon:194401 [Uraeotyphlus]@genus,species,Uraeotyphlus narayani
taxon:8457 [Sauropsida]@clade,taxon:32524 [Amniota]@clade,clade,Sauropsida
taxon:1126014 [Ichthyophis cf. bannanicus KUHE 23048]@species,taxon:8452 [Ichthyophis]@genus,species,Ichthyophis cf. bannanicus KUHE 23048
taxon:269193 [Thorius]@genus,taxon:698026 [Hemidactyliinae]@subfamily,genus,Thorius
taxon:335028 [Centroscymnus crepidater]@species,taxon:170814 [Centroscymnus]@genus,species,Centroscymnus crepidater
taxon:245147 [Liua tsinpaensis]@species,taxon:156991 [Liua]@genus,species,Liua tsinpaensis
taxon:862906 [Trigonognathus kabeyai]@species,taxon:862905 [Trigonognathus]@genus,species,Trigonognathus kabeyai
taxon:6295 [Filarioidea]@superfamily,taxon:2072716 [Spiruromorpha]@infraorder,superfamily,Filarioidea
taxon:709359 [Boulengerula cf. boulengeri BMNH 2005.1343]@species,taxon:102245 [Boulengerula]@genus,species,Boulengerula cf. boulengeri BMNH 2005.1343
taxon:30380 [Rhinatrematidae]@family,taxon:8445 [Gymnophiona]@order,family,Rhinatrematidae
taxon:297010 [Lyciasalamandra atifi]@species,taxon:297009 [Lyciasalamandra]@genus,species,Lyciasalamandra atifi
taxon:8317 [Pleurodeles]@genus,taxon:1331674 [Pleurodelinae]@subfamily,genus,Pleurodeles
taxon:164973 [Tylototriton verrucosus]@species,taxon:129884 [Tylototriton]@genus,species,Tylototriton verrucosus
taxon:86374 [Rhinoptera]@genus,taxon:1158981 [Rhinopterinae]@subfamily,genus,Rhinoptera
taxon:709357 [Boulengerula cf. uluguruensis BMNH 2002.932]@species,taxon:102245 [Boulengerula]@genus,species,Boulengerula cf. uluguruensis BMNH 2002.932
taxon:213856 [Neurergus kaiseri]@species,taxon:213850 [Neurergus]@genus,species,Neurergus kaiseri
taxon:233778 [Scaphiopus hurterii]@species,taxon:8434 [Scaphiopus]@genus,species,Scaphiopus hurterii
taxon:2634485 [unclassified Ichthyophis]@no rank,taxon:8452 [Ichthyophis]@genus,no rank,unclassified Ichthyophis
taxon:8315 [Notophthalmus]@genus,taxon:1331674 [Pleurodelinae]@subfamily,genus,Notophthalmus
taxon:1029692 [Bolitoglossa suchitanensis]@species,taxon:1508173 [Magnadigita]@subgenus,species,Bolitoglossa suchitanensis
taxon:182854 [Dipturus oxyrinchus]@species,taxon:117858 [Dipturus]@genus,species,Dipturus oxyrinchus
taxon:7923 [Amia]@genus,taxon:7922 [Amiidae]@family,genus,Amia
taxon:8316 [Notophthalmus viridescens]@species,taxon:8315 [Notophthalmus]@genus,species,Notophthalmus viridescens
taxon:571825 [Glyphis glyphis]@species,taxon:496087 [Glyphis]@genus,species,Glyphis glyphis
taxon:9259 [Tachyglossidae]@family,taxon:9255 [Monotremata]@order,family,Tachyglossidae
taxon:164021 [Pseudoeurycea]@genus,taxon:698026 [Hemidactyliinae]@subfamily,genus,Pseudoeurycea
taxon:8320 [Taricha]@genus,taxon:1331674 [Pleurodelinae]@subfamily,genus,Taricha
taxon:709365 [Boulengerula cf. uluguruensis KBM 003]@species,taxon:102245 [Boulengerula]@genus,species,Boulengerula cf. uluguruensis KBM 003
taxon:86372 [Potamotrygon]@genus,taxon:86367 [Potamotrygonidae]@family,genus,Potamotrygon
taxon:118077 [Ceratodontae]@superorder,taxon:7878 [Dipnomorpha]@subclass,superorder,Ceratodontae
taxon:156858 [Pachytriton]@genus,taxon:1331674 [Pleurodelinae]@subfamily,genus,Pachytriton
taxon:1126046 [Ichthyophis cf. bannanicus KUHE 19881]@species,taxon:8452 [Ichthyophis]@genus,species,Ichthyophis cf. bannanicus KUHE 19881
taxon:118988 [Oedipina]@subgenus,taxon:107969 [Oedipina]@genus,subgenus,Oedipina
taxon:1120426 [Ichthyophis cf. mindanaoensis KUHE 33345]@species,taxon:8452 [Ichthyophis]@genus,species,Ichthyophis cf. mindanaoensis KUHE 33345
taxon:261001 [Scolecomorphus vittatus]@species,taxon:260999 [Scolecomorphus]@genus,species,Scolecomorphus vittatus
taxon:7801 [Ginglymostoma cirratum]@species,taxon:7800 [Ginglymostoma]@genus,species,Ginglymostoma cirratum
taxon:113391 [Hynobius leechii]@species,taxon:1527435 [Hynobius]@subgenus,species,Hynobius leechii
taxon:129241 [Bolitoglossa morio]@species,taxon:1508173 [Magnadigita]@subgenus,species,Bolitoglossa morio
taxon:8416 [Neobatrachia]@suborder,taxon:8342 [Anura]@order,suborder,Neobatrachia
taxon:180811 [Salamandra corsica]@species,taxon:57569 [Salamandra]@genus,species,Salamandra corsica
taxon:6820 [Peracarida]@superorder,taxon:72041 [Eumalacostraca]@subclass,superorder,Peracarida
